source,target,weigh,bootscore
m__hmdb00019,m__hmdb00019,0.9998643824,1
m__hmdb01169,m__hmdb01169,0.9998035379,1
m__hmdb00197,m__hmdb00197,0.9996167493,1
m__hmdb00063,m__hmdb00063,0.9988266843,1
m__hmdb00812,m__hmdb00812,0.9983681982,1
m__hmdb00244,m__hmdb00244,0.9983283102,1
m__hmdb03357,m__hmdb03357,0.9983014015,1
m__hmdb01232,m__hmdb01232,0.9979381455,1
;  q06996: l_sendf    ;  o55528: l_sendo,;  q06996: l_sendf    ;  o55528: l_sendo,0.9976773239,1
mitsuokella_unclassified,mitsuokella_unclassified,0.9953633538,1
clostridium_asparagiforme,clostridium_asparagiforme,0.994624007,1
clostridium_citroniae,clostridium_citroniae,0.9937388591,1
m__hmdb01547,m__hmdb01547,0.9897631689,1
m__hmdb00094,m__hmdb00094,0.9895154692,1
m__hmdb00511,m__hmdb00511,0.9867403159,1
m__hmdb00118,m__hmdb00118,0.9866943379,1
clostridiales_bacterium_1_7_47faa,clostridiales_bacterium_1_7_47faa,0.9840681443,1
m__hmdb00195,m__hmdb00195,0.9817509735,1
holdemania_unclassified,akkermansia_muciniphila,0.9803072185,1
m__hmdb11718,m__hmdb11718,0.9780891647,1
m__hmdb00139,m__hmdb00139,0.9770053212,1
m__hmdb00452,m__hmdb00452,0.9739396672,1
anaerotruncus_unclassified,anaerotruncus_unclassified,0.9738087615,1
holdemania_unclassified,holdemania_unclassified,0.9737970217,1
m__hmdb00043,m__hmdb00043,0.9711393668,1
m__hmdb03464,m__hmdb03464,0.9699471753,1
mitsuokella_unclassified,rna helicase,0.9689487075,1
m__hmdb00039,m__hmdb00039,0.9685987493,1
m__hmdb00448,m__hmdb00448,0.9681417637,1
dorea_unclassified,dorea_unclassified,0.9670453514,1
m__hmdb00020,m__hmdb00020,0.9668266322,1
m__hmdb00209,m__hmdb00209,0.9650651207,1
m__hmdb01895,m__hmdb01895,0.9632933915,1
m__hmdb00725,m__hmdb00725,0.962768063,1
holdemania_filiformis,holdemania_filiformis,0.9621245447,1
coprococcus_catus,coprococcus_catus,0.9607423804,1
pseudomonas_unclassified,streptococcus_parasanguinis,0.9590764457,1
m__hmdb00699,m__hmdb00699,0.9546962212,1
m__hmdb00715,m__hmdb00715,0.9529509698,1
m__hmdb00764,m__hmdb00764,0.9483339168,1
m__hmdb00194,m__hmdb00194,0.934783493,1
m__hmdb00156,m__hmdb00156,0.9332065729,1
erysipelotrichaceae_bacterium_6_1_45,erysipelotrichaceae_bacterium_6_1_45,0.930737659,1
m__hmdb00098,m__hmdb00098,0.9299554409,1
m__hmdb00296,m__hmdb00296,0.9290503798,1
m__hmdb00630,m__hmdb00630,0.9264725155,1
alistipes_shahii,alistipes_shahii,0.9262126244,1
dorea_formicigenerans,dorea_formicigenerans,0.923215812,1
m__hmdb00097,m__hmdb00097,0.9208968119,1
ruminococcus_obeum,ruminococcus_obeum,0.9199454061,1
m__hmdb00067,m__hmdb00067,0.9170299869,1
pseudomonas_unclassified,ribulose-bisphosphate carboxylase,-0.9070124134,1
m__hmdb00873,m__hmdb00873,0.9058795459,1
mitsuokella_unclassified,eubacterium_eligens,0.99600676,0.89
m__hmdb00510,m__hmdb00510,0.8845815942,1
parasutterella_excrementihominis,parasutterella_excrementihominis,0.871464942,1
pseudomonas_unclassified,protein-npi-phosphohistidine-sugar phosphotransferase,0.8972067229,0.97
m__hmdb10169,m__hmdb10169,0.8702228579,1
clostridium_bartlettii,clostridium_bartlettii,0.8631137156,1
pseudomonas_unclassified,3-hydroxyacyl-acyl-carrier-protein dehydratase,-0.8610949123,1
m__hmdb00262,m__hmdb00262,0.8499729906,1
bilophila_wadsworthia,bilophila_wadsworthia,0.8482579867,1
anaerotruncus_colihominis,anaerotruncus_colihominis,0.8429088001,1
m__hmdb00619,m__hmdb00619,0.8389510139,1
pseudomonas_unclassified,fructose-bisphosphate aldolase,-0.8296494891,1
m__hmdb00482,m__hmdb00482,0.8272094458,1
veillonella_dispar,veillonella_dispar,0.8257954229,1
m__hmdb00174,m__hmdb00174,0.8179753071,1
clostridium_leptum,clostridium_leptum,0.8108134703,1
ruminococcaceae_bacterium_d16,m__hmdb01991,0.8094966264,1
lachnospiraceae_bacterium_1_1_57faa,lachnospiraceae_bacterium_1_1_57faa,0.8074841898,1
m__hmdb04193,m__hmdb04193,0.8026721513,1
eubacterium_ramulus,eubacterium_ramulus,0.7987611246,1
m__hmdb00247,m__hmdb00247,0.7904027483,1
